epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,773.424,0.97942,0.61868,0.12143,0.53567,1.18266,1,0.99764,0.995,0.73741,1,0.99764,0.995,0.96783,1.03387,0.57635,0.05699,0.55938,1.22932,0.000823511,0.000823511,0.000823511
113,780.469,0.92666,0.52534,0.10957,0.508,1.15758,0.99356,1,0.995,0.80263,0.99356,1,0.995,0.99214,0.79507,0.39131,0.04194,0.53168,1.10272,0.000820525,0.000820525,0.000820525
114,787.685,0.90009,0.73712,0.14028,0.51382,1.12672,0.93307,0.975,0.99214,0.63357,0.96841,1,0.99451,0.94351,1.399,0.76825,0.08513,0.75057,1.39096,0.00081752,0.00081752,0.00081752
115,794.738,0.99136,0.72259,0.14808,0.54723,1.21117,0.99829,1,0.995,0.74365,0.99829,1,0.995,0.97964,1.15542,0.43188,0.05066,0.49872,1.28058,0.000814495,0.000814495,0.000814495
116,802.033,0.91855,0.55281,0.12872,0.49771,1.15843,0.99826,1,0.995,0.64317,0.99826,1,0.995,0.98734,1.52023,0.3543,0.04074,0.55735,1.57621,0.000811452,0.000811452,0.000811452
117,808.898,0.90814,0.65443,0.11681,0.51598,1.14481,0.99807,1,0.995,0.60666,0.99807,1,0.995,0.98571,1.6053,0.3695,0.0417,0.56554,1.64015,0.000808389,0.000808389,0.000808389
118,815.758,0.91023,0.67903,0.12899,0.50898,1.13099,0.99665,1,0.995,0.54429,0.99665,1,0.995,0.97591,1.89518,0.29327,0.03723,0.63279,1.90499,0.000805308,0.000805308,0.000805308
119,822.722,0.97807,0.55806,0.13715,0.51722,1.18116,0.99792,1,0.995,0.55531,0.99792,1,0.995,0.98919,1.8839,0.29679,0.03568,0.63813,1.93747,0.000802208,0.000802208,0.000802208
120,829.946,0.92302,0.58099,0.13364,0.52198,1.15268,0.99826,1,0.995,0.7916,0.99826,1,0.995,0.99415,0.90631,0.26259,0.03465,0.45587,1.13632,0.00079909,0.00079909,0.00079909
121,836.75,0.88577,0.49948,0.13354,0.51137,1.1454,0.99803,1,0.995,0.82746,0.99803,1,0.995,0.99177,0.87026,0.31374,0.03931,0.41919,1.1132,0.000795954,0.000795954,0.000795954
122,843.741,0.90388,0.49645,0.12155,0.50441,1.16606,0.97767,1,0.995,0.79515,0.97767,1,0.995,0.97948,0.91731,0.42265,0.0467,0.45494,1.17393,0.0007928,0.0007928,0.0007928
123,850.347,0.93905,0.52914,0.10555,0.51669,1.17356,0.95576,1,0.99378,0.86318,0.95576,1,0.99378,0.98723,0.73687,0.2954,0.03576,0.4319,1.03798,0.000789628,0.000789628,0.000789628
124,857.361,0.8641,0.55624,0.11517,0.48849,1.10623,0.95228,1,0.995,0.75015,0.95228,1,0.995,0.99213,1.07043,0.31065,0.03838,0.49811,1.2205,0.000786438,0.000786438,0.000786438
125,864.359,0.88506,0.55352,0.12593,0.50303,1.15944,0.97508,1,0.995,0.74558,0.97508,1,0.995,0.9749,1.18052,0.40245,0.03813,0.50082,1.30204,0.000783231,0.000783231,0.000783231
126,871.262,0.87333,0.55918,0.11358,0.49815,1.14323,0.99117,1,0.995,0.70056,0.99117,1,0.995,0.99291,1.28967,0.29964,0.03709,0.51738,1.42397,0.000780007,0.000780007,0.000780007
127,878.07,0.914,0.61545,0.12961,0.51466,1.16407,0.99821,1,0.995,0.64991,0.99821,1,0.995,0.99305,1.51627,0.34022,0.04695,0.54412,1.5883,0.000776766,0.000776766,0.000776766
128,884.981,0.90209,0.63384,0.11849,0.49826,1.16048,0.998,1,0.995,0.72921,0.998,1,0.995,0.99297,1.17757,0.32959,0.03496,0.49089,1.27678,0.000773509,0.000773509,0.000773509
129,891.818,0.89835,0.49034,0.1215,0.48042,1.14077,0.99822,1,0.995,0.81132,0.99822,1,0.995,0.995,0.85495,0.26691,0.03816,0.45341,1.09875,0.000770234,0.000770234,0.000770234
130,898.572,0.84538,0.5274,0.12347,0.48999,1.11094,0.99799,1,0.995,0.7723,0.99799,1,0.995,0.98793,1.01101,0.30139,0.03449,0.46479,1.19304,0.000766944,0.000766944,0.000766944
131,905.219,0.85653,0.62613,0.11072,0.50902,1.11284,0.99827,1,0.995,0.77069,0.99827,1,0.995,0.98901,1.02887,0.27447,0.02974,0.43585,1.19463,0.000763637,0.000763637,0.000763637
132,911.77,0.79744,0.52447,0.10415,0.45741,1.07752,0.99835,1,0.995,0.7564,0.99835,1,0.995,0.98954,1.0995,0.32074,0.03088,0.46147,1.25739,0.000760314,0.000760314,0.000760314
133,918.534,0.84726,0.47818,0.12082,0.4814,1.11124,0.99838,1,0.995,0.79764,0.99838,1,0.995,0.99267,0.93613,0.31602,0.02918,0.43959,1.16991,0.000756976,0.000756976,0.000756976
134,925.362,0.85816,0.52058,0.09481,0.48555,1.14071,0.99811,1,0.995,0.74102,0.99811,1,0.995,0.9876,1.13174,0.24401,0.0286,0.43662,1.29356,0.000753621,0.000753621,0.000753621
135,932.071,0.84704,0.55411,0.11205,0.46865,1.13218,0.99755,1,0.995,0.74163,0.99755,1,0.995,0.97317,1.13654,0.39491,0.04184,0.5242,1.29913,0.000750252,0.000750252,0.000750252
136,938.851,0.81484,0.47831,0.10268,0.44941,1.08861,0.9983,1,0.995,0.72612,0.9983,1,0.995,0.97604,1.19754,0.40814,0.04282,0.52175,1.31803,0.000746868,0.000746868,0.000746868
137,945.383,0.86453,0.44557,0.11881,0.46744,1.10484,0.99839,1,0.995,0.75043,0.99839,1,0.995,0.995,1.17974,0.23168,0.02398,0.49275,1.32368,0.000743468,0.000743468,0.000743468
138,952.121,0.87425,0.63275,0.11444,0.47542,1.14156,0.99841,1,0.995,0.80402,0.99841,1,0.995,0.99029,0.99379,0.23374,0.02443,0.4245,1.18228,0.000740054,0.000740054,0.000740054
139,959.101,0.91154,0.54699,0.12618,0.49047,1.16209,0.9984,1,0.995,0.695,0.9984,1,0.995,0.98643,1.41381,0.27532,0.02435,0.51591,1.51443,0.000736625,0.000736625,0.000736625
140,965.832,0.90288,0.53579,0.10163,0.49332,1.13142,0.99845,1,0.995,0.72189,0.99845,1,0.995,0.98588,1.22438,0.24692,0.02288,0.47429,1.38803,0.000733182,0.000733182,0.000733182
141,972.53,0.86259,0.55052,0.08782,0.4931,1.12381,0.99833,1,0.995,0.75228,0.99833,1,0.995,0.995,0.97678,0.22622,0.02536,0.41976,1.2153,0.000729725,0.000729725,0.000729725
142,979.269,0.80935,0.51263,0.09508,0.47866,1.10456,0.99817,1,0.995,0.727,0.99817,1,0.995,0.98827,1.19609,0.29546,0.03015,0.45052,1.36622,0.000726254,0.000726254,0.000726254
143,986.105,0.76639,0.47483,0.1249,0.47035,1.08476,0.99837,1,0.995,0.81877,0.99837,1,0.995,0.99109,0.94347,0.27251,0.02922,0.42123,1.16443,0.00072277,0.00072277,0.00072277
144,993.063,0.84015,0.58381,0.11141,0.47514,1.11446,0.99823,1,0.995,0.8312,0.99823,1,0.995,0.995,0.86983,0.25522,0.03085,0.3941,1.12811,0.000719272,0.000719272,0.000719272
145,1000.01,0.8037,0.49685,0.10818,0.46929,1.10084,0.99824,1,0.995,0.788,0.99824,1,0.995,0.99326,1.05817,0.26152,0.03145,0.46106,1.23532,0.000715761,0.000715761,0.000715761
146,1006.84,0.8065,0.43847,0.09531,0.45701,1.10369,0.99843,1,0.995,0.82765,0.99843,1,0.995,0.99059,0.87983,0.26595,0.03223,0.42785,1.11453,0.000712237,0.000712237,0.000712237
147,1013.83,0.87422,0.52856,0.1023,0.48767,1.12816,0.99772,1,0.995,0.75856,0.99772,1,0.995,0.98868,1.04621,0.25439,0.03332,0.48916,1.21041,0.0007087,0.0007087,0.0007087
148,1020.67,0.80798,0.66073,0.12774,0.48122,1.09083,0.99844,1,0.995,0.7275,0.99844,1,0.995,0.99091,1.25059,0.28684,0.02538,0.51916,1.41926,0.00070515,0.00070515,0.00070515
149,1027.68,0.775,0.49374,0.103,0.46148,1.08113,0.99815,1,0.995,0.75688,0.99815,1,0.995,0.98633,1.21046,0.34363,0.02905,0.47978,1.36809,0.000701588,0.000701588,0.000701588
150,1034.83,0.79924,0.52816,0.09923,0.46415,1.08734,0.99805,1,0.995,0.8484,0.99805,1,0.995,0.99304,0.79425,0.20314,0.02205,0.38488,1.07737,0.000698014,0.000698014,0.000698014
151,1041.99,0.78849,0.44683,0.09143,0.4724,1.10879,0.99806,1,0.995,0.79755,0.99806,1,0.995,0.995,0.90559,0.22241,0.0246,0.48905,1.13568,0.000694428,0.000694428,0.000694428
152,1048.75,0.79481,0.49975,0.10496,0.44781,1.06434,0.99818,1,0.995,0.81495,0.99818,1,0.995,0.99291,0.85994,0.23502,0.02821,0.44447,1.10178,0.000690831,0.000690831,0.000690831
153,1055.66,0.75872,0.34649,0.0958,0.43829,1.06767,0.99281,1,0.995,0.85506,0.99281,1,0.995,0.99298,0.66809,0.28356,0.02963,0.37467,1.01734,0.000687222,0.000687222,0.000687222
154,1062.77,0.80693,0.56358,0.10383,0.44726,1.07719,0.95629,0.975,0.9916,0.87928,0.95629,0.975,0.9916,0.97959,0.62857,0.43669,0.04018,0.44177,1.0129,0.000683601,0.000683601,0.000683601
155,1069.96,0.77932,0.44512,0.09213,0.45468,1.06507,0.99375,1,0.995,0.88697,0.99375,1,0.995,0.99099,0.64593,0.28442,0.02995,0.37616,0.99327,0.00067997,0.00067997,0.00067997
156,1076.99,0.80518,0.47449,0.10964,0.45771,1.08741,0.99834,1,0.995,0.83563,0.99834,1,0.995,0.99303,0.81725,0.28177,0.03463,0.39538,1.09023,0.000676328,0.000676328,0.000676328
157,1083.68,0.80105,0.52374,0.10435,0.46156,1.0876,0.99846,1,0.995,0.86219,0.99846,1,0.995,0.995,0.71406,0.2478,0.03699,0.37929,1.04105,0.000672675,0.000672675,0.000672675
158,1090.37,0.76051,0.44021,0.08368,0.44756,1.07047,0.97421,1,0.99378,0.86214,0.97421,1,0.99378,0.99378,0.61,0.27764,0.03282,0.39404,1.00237,0.000669012,0.000669012,0.000669012
159,1097.09,0.74803,0.43708,0.10815,0.42986,1.06434,0.99848,1,0.995,0.81347,0.99848,1,0.995,0.995,0.87846,0.21458,0.02898,0.41993,1.1375,0.000665339,0.000665339,0.000665339
160,1104.17,0.75949,0.50878,0.08462,0.43417,1.06512,0.9984,1,0.995,0.77188,0.9984,1,0.995,0.995,1.08016,0.19986,0.02873,0.44119,1.27567,0.000661656,0.000661656,0.000661656
161,1111.02,0.77965,0.58985,0.10795,0.44156,1.07622,0.99836,1,0.995,0.809,0.99836,1,0.995,0.995,0.94014,0.20485,0.02685,0.41077,1.15841,0.000657963,0.000657963,0.000657963
162,1118.15,0.78185,0.45988,0.11105,0.4618,1.08175,0.99821,1,0.995,0.82008,0.99821,1,0.995,0.995,0.76669,0.27602,0.02451,0.40112,1.08084,0.000654261,0.000654261,0.000654261
163,1125.48,0.75395,0.4688,0.10118,0.4485,1.0691,0.99794,1,0.995,0.84069,0.99794,1,0.995,0.995,0.81924,0.24323,0.02062,0.40734,1.11554,0.00065055,0.00065055,0.00065055
164,1132.5,0.76503,0.40627,0.10539,0.43778,1.08104,0.99844,1,0.995,0.8352,0.99844,1,0.995,0.995,0.7742,0.21371,0.02131,0.38114,1.07432,0.00064683,0.00064683,0.00064683
165,1139.33,0.72137,0.37914,0.08403,0.42887,1.0484,0.99594,1,0.995,0.84816,0.99594,1,0.995,0.995,0.72409,0.24378,0.02358,0.3517,1.04119,0.000643101,0.000643101,0.000643101
166,1146.14,0.70643,0.44191,0.10117,0.41098,1.04112,0.99729,1,0.995,0.79405,0.99729,1,0.995,0.995,1.05189,0.22678,0.02675,0.44821,1.24468,0.000639363,0.000639363,0.000639363
167,1153.14,0.74769,0.49688,0.10072,0.43453,1.06137,0.9978,1,0.995,0.82659,0.9978,1,0.995,0.99011,0.84671,0.2738,0.02477,0.3842,1.1063,0.000635617,0.000635617,0.000635617
168,1160.35,0.70828,0.48225,0.11216,0.42794,1.049,0.99827,1,0.995,0.80048,0.99827,1,0.995,0.99235,0.92146,0.29269,0.02383,0.40262,1.15381,0.000631863,0.000631863,0.000631863
169,1167.45,0.71695,0.50521,0.12533,0.45288,1.06339,0.99789,1,0.995,0.75867,0.99789,1,0.995,0.993,1.10277,0.22904,0.02439,0.46108,1.29651,0.000628101,0.000628101,0.000628101
170,1174.69,0.72378,0.46037,0.11345,0.43759,1.05274,0.99739,1,0.995,0.80858,0.99739,1,0.995,0.98975,0.86967,0.21895,0.02202,0.41715,1.12267,0.000624332,0.000624332,0.000624332
171,1181.73,0.72108,0.39357,0.09912,0.43661,1.05499,0.99777,1,0.995,0.795,0.99777,1,0.995,0.99231,0.90166,0.27287,0.0255,0.4291,1.15751,0.000620555,0.000620555,0.000620555
172,1188.7,0.7242,0.52549,0.11581,0.42273,1.04082,0.99816,1,0.995,0.81806,0.99816,1,0.995,0.995,0.83251,0.22738,0.02731,0.41812,1.11661,0.000616772,0.000616772,0.000616772
173,1195.66,0.70707,0.37453,0.10014,0.41662,1.03467,0.99182,1,0.995,0.78565,0.99182,1,0.995,0.995,0.95745,0.2279,0.04737,0.45346,1.22626,0.000612981,0.000612981,0.000612981
174,1202.73,0.72286,0.4222,0.094,0.42567,1.04313,0.99817,1,0.995,0.75567,0.99817,1,0.995,0.995,1.1018,0.19496,0.02787,0.44018,1.26587,0.000609184,0.000609184,0.000609184
175,1209.55,0.71882,0.38093,0.10049,0.42032,1.045,0.99813,1,0.995,0.80382,0.99813,1,0.995,0.9932,0.97835,0.22582,0.03178,0.42887,1.19976,0.00060538,0.00060538,0.00060538
176,1216.55,0.71669,0.40691,0.11159,0.42734,1.04082,0.99851,1,0.995,0.85505,0.99851,1,0.995,0.995,0.748,0.19511,0.02187,0.3441,1.0547,0.00060157,0.00060157,0.00060157
177,1223.58,0.69401,0.36145,0.09989,0.41008,1.06589,0.99828,1,0.995,0.84428,0.99828,1,0.995,0.99289,0.8301,0.21252,0.02551,0.35901,1.09817,0.000597754,0.000597754,0.000597754
178,1230.29,0.74072,0.37,0.10421,0.43998,1.08346,0.99837,1,0.995,0.74248,0.99837,1,0.995,0.995,1.15815,0.20405,0.02151,0.45991,1.34308,0.000593932,0.000593932,0.000593932
179,1236.98,0.69217,0.49447,0.10622,0.4209,1.03324,0.99836,1,0.995,0.81034,0.99836,1,0.995,0.99299,0.93326,0.22012,0.02063,0.41414,1.1619,0.000590105,0.000590105,0.000590105
180,1243.86,0.70852,0.42723,0.09637,0.42737,1.0463,0.99829,1,0.995,0.83093,0.99829,1,0.995,0.9931,0.89046,0.21855,0.02464,0.40397,1.1248,0.000586272,0.000586272,0.000586272
181,1250.44,0.72156,0.44607,0.09799,0.42687,1.01755,0.99833,1,0.995,0.81804,0.99833,1,0.995,0.99095,0.86055,0.23407,0.02618,0.39639,1.11499,0.000582435,0.000582435,0.000582435
182,1257.03,0.72975,0.41369,0.09012,0.4272,1.07289,0.99834,1,0.995,0.83191,0.99834,1,0.995,0.99345,0.89502,0.21971,0.02675,0.39329,1.13331,0.000578593,0.000578593,0.000578593
183,1263.62,0.74676,0.5133,0.09602,0.44965,1.03883,0.99841,1,0.995,0.79465,0.99841,1,0.995,0.99268,1.0314,0.2439,0.02796,0.43192,1.2291,0.000574746,0.000574746,0.000574746
184,1270.12,0.67968,0.53956,0.08756,0.40972,1.04645,0.99833,1,0.995,0.85231,0.99833,1,0.995,0.99272,0.79437,0.24662,0.02568,0.37867,1.06669,0.000570895,0.000570895,0.000570895
185,1276.85,0.67095,0.47348,0.09841,0.40776,1.03515,0.9984,1,0.995,0.84708,0.9984,1,0.995,0.995,0.76711,0.22007,0.02377,0.38549,1.04854,0.00056704,0.00056704,0.00056704
186,1283.7,0.70937,0.47236,0.07537,0.40629,1.03602,0.99845,1,0.995,0.85096,0.99845,1,0.995,0.99274,0.76327,0.22533,0.02211,0.39225,1.06821,0.000563181,0.000563181,0.000563181
187,1290.33,0.7113,0.34222,0.07852,0.41375,1.02059,0.99837,1,0.995,0.86104,0.99837,1,0.995,0.995,0.77964,0.22648,0.01889,0.37587,1.08907,0.000559318,0.000559318,0.000559318
188,1296.9,0.68386,0.46799,0.08826,0.42005,1.03678,0.99833,1,0.995,0.87454,0.99833,1,0.995,0.995,0.68117,0.20505,0.01892,0.36012,1.022,0.000555453,0.000555453,0.000555453
189,1303.64,0.66575,0.49783,0.096,0.42364,1.01914,0.99843,1,0.995,0.89168,0.99843,1,0.995,0.99289,0.55259,0.2385,0.01972,0.33068,0.95395,0.000551584,0.000551584,0.000551584
190,1310.67,0.61643,0.3118,0.08097,0.3907,0.98243,0.99851,1,0.995,0.89939,0.99851,1,0.995,0.995,0.54633,0.19878,0.02203,0.32839,0.94664,0.000547712,0.000547712,0.000547712
191,1317.48,0.68025,0.43035,0.1053,0.41043,1.02955,0.99849,1,0.995,0.89038,0.99849,1,0.995,0.995,0.59799,0.18575,0.02113,0.34008,0.9775,0.000543837,0.000543837,0.000543837
192,1324.22,0.60522,0.4008,0.07999,0.38718,1.00199,0.9985,1,0.995,0.8783,0.9985,1,0.995,0.995,0.70857,0.18228,0.01925,0.35471,1.02645,0.00053996,0.00053996,0.00053996
193,1330.97,0.65274,0.31519,0.10143,0.39097,1.00248,0.99844,1,0.995,0.86577,0.99844,1,0.995,0.995,0.7563,0.17512,0.01922,0.37672,1.04646,0.000536081,0.000536081,0.000536081
194,1337.66,0.62825,0.40509,0.0836,0.38352,0.98898,0.99845,1,0.995,0.85526,0.99845,1,0.995,0.995,0.81664,0.19344,0.02134,0.36773,1.08359,0.0005322,0.0005322,0.0005322
195,1344.39,0.6543,0.36908,0.0905,0.38476,1.02175,0.99848,1,0.995,0.83416,0.99848,1,0.995,0.995,0.88376,0.1677,0.02072,0.35613,1.12247,0.000528318,0.000528318,0.000528318
196,1351.25,0.69028,0.4738,0.10242,0.40318,1.04099,0.99845,1,0.995,0.87506,0.99845,1,0.995,0.995,0.72227,0.2163,0.02293,0.33007,1.0269,0.000524434,0.000524434,0.000524434
197,1358.01,0.64842,0.38993,0.08072,0.4006,1.01851,0.99846,1,0.995,0.86391,0.99846,1,0.995,0.995,0.75446,0.20343,0.02238,0.3726,1.04803,0.000520548,0.000520548,0.000520548
198,1365.9,0.59947,0.42991,0.07794,0.40191,0.99724,0.99846,1,0.995,0.86303,0.99846,1,0.995,0.995,0.69763,0.17456,0.01913,0.37479,1.02056,0.000516662,0.000516662,0.000516662
199,1373.54,0.6613,0.45408,0.10088,0.4022,1.00936,0.99829,1,0.995,0.80199,0.99829,1,0.995,0.995,0.97402,0.1701,0.01793,0.41537,1.19653,0.000512775,0.000512775,0.000512775
200,1380.41,0.63365,0.47328,0.0921,0.40607,0.98333,0.99838,1,0.995,0.79636,0.99838,1,0.995,0.995,0.99896,0.19944,0.01657,0.40397,1.22368,0.000508888,0.000508888,0.000508888
201,1387.42,0.61478,0.35403,0.09022,0.39039,1.01427,0.99829,1,0.995,0.81458,0.99829,1,0.995,0.995,0.926,0.17744,0.01475,0.40913,1.15585,0.000505,0.000505,0.000505
202,1394.67,0.6274,0.41485,0.10042,0.39375,0.99663,0.99831,1,0.995,0.79709,0.99831,1,0.995,0.995,0.98701,0.18054,0.01549,0.41961,1.20853,0.000501112,0.000501112,0.000501112
203,1401.37,0.60171,0.40143,0.09641,0.39226,0.98281,0.99824,1,0.995,0.84143,0.99824,1,0.995,0.995,0.7716,0.19682,0.02175,0.35659,1.07574,0.000497225,0.000497225,0.000497225
204,1408.38,0.60118,0.44348,0.08915,0.39169,0.98561,0.99831,1,0.995,0.83178,0.99831,1,0.995,0.99299,0.81826,0.20527,0.01603,0.38477,1.08531,0.000493338,0.000493338,0.000493338
205,1415.29,0.62883,0.36976,0.09814,0.40042,0.99037,0.9983,1,0.995,0.76277,0.9983,1,0.995,0.99299,1.05315,0.18892,0.01628,0.41167,1.26433,0.000489452,0.000489452,0.000489452
206,1422.24,0.64825,0.41248,0.09227,0.39203,1.00498,0.99817,1,0.995,0.78548,0.99817,1,0.995,0.99294,0.92677,0.18691,0.01518,0.41346,1.21561,0.000485566,0.000485566,0.000485566
207,1429.01,0.63847,0.33855,0.09327,0.38283,0.99422,0.9985,1,0.995,0.79892,0.9985,1,0.995,0.995,0.95604,0.1434,0.01577,0.40195,1.18635,0.000481682,0.000481682,0.000481682
208,1435.67,0.62811,0.34556,0.09235,0.37868,0.99794,0.99852,1,0.995,0.87071,0.99852,1,0.995,0.995,0.68373,0.1644,0.01451,0.35104,1.00374,0.0004778,0.0004778,0.0004778
209,1442.24,0.61042,0.36871,0.10198,0.38485,1.00167,0.99846,1,0.995,0.84799,0.99846,1,0.995,0.995,0.80224,0.186,0.01849,0.35512,1.0857,0.000473919,0.000473919,0.000473919
210,1448.92,0.63962,0.48673,0.1033,0.38972,0.99475,0.99854,1,0.995,0.88092,0.99854,1,0.995,0.995,0.67272,0.2224,0.0209,0.32831,1.01506,0.00047004,0.00047004,0.00047004
211,1455.67,0.64046,0.57345,0.10629,0.39963,1.00546,0.99857,1,0.995,0.90742,0.99857,1,0.995,0.99159,0.56628,0.24507,0.02109,0.32474,0.95419,0.000466163,0.000466163,0.000466163
212,1462.44,0.63499,0.4276,0.09889,0.38051,0.98068,0.99861,1,0.995,0.8838,0.99861,1,0.995,0.995,0.71642,0.23837,0.01962,0.34852,1.0247,0.000462288,0.000462288,0.000462288
213,1469.39,0.6203,0.39895,0.08326,0.38989,0.98509,0.99856,1,0.995,0.89022,0.99856,1,0.995,0.995,0.7121,0.17916,0.0173,0.35123,1.01623,0.000458416,0.000458416,0.000458416
214,1476.37,0.59961,0.34672,0.08294,0.37188,0.96691,0.99853,1,0.995,0.86793,0.99853,1,0.995,0.995,0.80467,0.18069,0.01508,0.33897,1.06942,0.000454547,0.000454547,0.000454547
215,1483.54,0.55483,0.31588,0.08488,0.36598,0.96486,0.99857,1,0.995,0.85737,0.99857,1,0.995,0.995,0.75763,0.21682,0.01825,0.34291,1.0622,0.000450682,0.000450682,0.000450682
216,1490.44,0.56584,0.31095,0.09944,0.35736,0.97755,0.99859,1,0.995,0.89893,0.99859,1,0.995,0.995,0.62773,0.18579,0.01661,0.31062,0.98194,0.000446819,0.000446819,0.000446819
217,1497.32,0.57358,0.31232,0.09763,0.36701,0.96178,0.99857,1,0.995,0.90879,0.99857,1,0.995,0.995,0.57241,0.18487,0.01701,0.3393,0.95241,0.00044296,0.00044296,0.00044296
218,1504.11,0.57977,0.36085,0.08129,0.36836,0.96562,0.99852,1,0.995,0.91131,0.99852,1,0.995,0.995,0.59419,0.1634,0.01738,0.37042,0.95899,0.000439105,0.000439105,0.000439105
219,1511.14,0.57098,0.33738,0.08755,0.37007,0.94836,0.9985,1,0.995,0.89184,0.9985,1,0.995,0.995,0.711,0.17444,0.01585,0.3839,1.02493,0.000435254,0.000435254,0.000435254
220,1518.14,0.54056,0.29267,0.08469,0.34257,0.93985,0.99853,1,0.995,0.84395,0.99853,1,0.995,0.99366,0.9501,0.16894,0.01505,0.43412,1.18076,0.000431407,0.000431407,0.000431407
221,1525.02,0.56387,0.29667,0.08154,0.36352,0.96013,0.99853,1,0.995,0.85759,0.99853,1,0.995,0.99363,0.8354,0.16173,0.01448,0.38731,1.11094,0.000427565,0.000427565,0.000427565
222,1531.92,0.57036,0.32183,0.09228,0.35523,0.9602,0.99847,1,0.995,0.89981,0.99847,1,0.995,0.9936,0.64213,0.17915,0.01532,0.33482,0.99905,0.000423728,0.000423728,0.000423728
223,1538.88,0.55646,0.2282,0.07829,0.35632,0.95589,0.99846,1,0.995,0.89505,0.99846,1,0.995,0.995,0.63229,0.17544,0.01504,0.32285,0.97912,0.000419895,0.000419895,0.000419895
224,1545.9,0.57557,0.31443,0.07125,0.35008,0.96694,0.97459,1,0.995,0.85267,0.97459,1,0.995,0.995,0.72853,0.21091,0.01964,0.36081,1.0359,0.000416068,0.000416068,0.000416068
225,1552.8,0.60778,0.33702,0.08228,0.36317,0.98304,0.99849,1,0.995,0.88545,0.99849,1,0.995,0.995,0.65106,0.17783,0.01729,0.3538,0.99136,0.000412246,0.000412246,0.000412246
226,1559.8,0.59052,0.28608,0.07073,0.35397,0.95414,0.99844,1,0.995,0.86446,0.99844,1,0.995,0.99252,0.64825,0.20006,0.01995,0.33838,1.01417,0.00040843,0.00040843,0.00040843
227,1566.6,0.57252,0.34405,0.07541,0.35317,0.95999,0.99835,1,0.995,0.85673,0.99835,1,0.995,0.99238,0.68216,0.18923,0.02378,0.34034,1.03006,0.00040462,0.00040462,0.00040462
228,1573.39,0.53848,0.30162,0.08769,0.34844,0.95016,0.99824,1,0.995,0.88452,0.99824,1,0.995,0.995,0.65097,0.17495,0.01699,0.31897,0.99935,0.000400816,0.000400816,0.000400816
229,1580.21,0.54635,0.40964,0.081,0.34922,0.96216,0.99831,1,0.995,0.85582,0.99831,1,0.995,0.995,0.77699,0.18795,0.01635,0.3351,1.07814,0.000397019,0.000397019,0.000397019
230,1587.06,0.54767,0.38644,0.08734,0.35366,0.95231,0.9985,1,0.995,0.82731,0.9985,1,0.995,0.99338,0.83047,0.1666,0.01583,0.34781,1.136,0.000393228,0.000393228,0.000393228
231,1593.75,0.5546,0.28165,0.07066,0.35101,0.95024,0.99854,1,0.995,0.85866,0.99854,1,0.995,0.99347,0.75531,0.15765,0.01465,0.35434,1.07613,0.000389445,0.000389445,0.000389445
232,1600.37,0.54138,0.29203,0.08877,0.35,0.94012,0.9985,1,0.995,0.85954,0.9985,1,0.995,0.99338,0.71631,0.14813,0.01442,0.33577,1.04871,0.000385668,0.000385668,0.000385668
233,1607.2,0.57499,0.31997,0.09267,0.37097,0.97677,0.99858,1,0.995,0.88767,0.99858,1,0.995,0.995,0.65784,0.14316,0.01453,0.32415,1.0052,0.000381899,0.000381899,0.000381899
234,1613.99,0.54696,0.34994,0.07269,0.34955,0.96286,0.99857,1,0.995,0.92838,0.99857,1,0.995,0.995,0.56352,0.15203,0.0163,0.31608,0.94453,0.000378137,0.000378137,0.000378137
235,1620.86,0.52908,0.32233,0.07521,0.34391,0.96125,0.99851,1,0.995,0.8862,0.99851,1,0.995,0.995,0.66059,0.19289,0.0197,0.34132,0.99822,0.000374383,0.000374383,0.000374383
236,1627.72,0.55496,0.4087,0.08953,0.36045,0.97666,0.99841,1,0.995,0.81261,0.99841,1,0.995,0.995,0.99216,0.22671,0.02668,0.42817,1.22261,0.000370637,0.000370637,0.000370637
237,1634.36,0.56139,0.30738,0.07006,0.35954,0.96712,0.99841,1,0.995,0.85908,0.99841,1,0.995,0.99384,0.76374,0.15757,0.01894,0.35048,1.06827,0.000366899,0.000366899,0.000366899
238,1641.25,0.54849,0.31482,0.07868,0.36797,0.95324,0.99854,1,0.995,0.90753,0.99854,1,0.995,0.995,0.58345,0.16915,0.01585,0.30554,0.96204,0.00036317,0.00036317,0.00036317
239,1648.12,0.49607,0.28118,0.07417,0.32836,0.93486,0.99857,1,0.995,0.88993,0.99857,1,0.995,0.995,0.59231,0.13979,0.01674,0.3062,0.97082,0.00035945,0.00035945,0.00035945
240,1655.31,0.55972,0.36858,0.09434,0.35777,0.97038,0.99862,1,0.995,0.90389,0.99862,1,0.995,0.995,0.56045,0.15022,0.01544,0.29649,0.95135,0.000355739,0.000355739,0.000355739
241,1662.02,0.54517,0.36575,0.08385,0.35472,0.94605,0.9986,1,0.995,0.93593,0.9986,1,0.995,0.995,0.51144,0.12342,0.01402,0.27809,0.92829,0.000352037,0.000352037,0.000352037
