epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
242,1669.17,0.52912,0.25011,0.08274,0.34155,0.94989,0.99862,1,0.995,0.88147,0.99862,1,0.995,0.995,0.6443,0.14713,0.01528,0.33873,0.99826,0.000348344,0.000348344,0.000348344
243,1676.21,0.54825,0.33178,0.08709,0.34549,0.94835,0.99859,1,0.995,0.83551,0.99859,1,0.995,0.99328,0.76498,0.13322,0.01692,0.35151,1.10218,0.000344661,0.000344661,0.000344661
244,1683.17,0.54044,0.31844,0.08934,0.34866,0.95636,0.9986,1,0.995,0.89431,0.9986,1,0.995,0.99343,0.61474,0.14515,0.01762,0.31186,0.97799,0.000340988,0.000340988,0.000340988
245,1689.73,0.50688,0.30053,0.08806,0.3309,0.92893,0.9986,1,0.995,0.89792,0.9986,1,0.995,0.99358,0.58779,0.16292,0.01927,0.31923,0.96657,0.000337325,0.000337325,0.000337325
246,1696.52,0.52469,0.37308,0.08391,0.33876,0.95029,0.99858,1,0.995,0.88937,0.99858,1,0.995,0.995,0.56027,0.14988,0.01594,0.28845,0.9508,0.000333672,0.000333672,0.000333672
247,1703.25,0.54681,0.33592,0.09758,0.35117,0.9501,0.99859,1,0.995,0.90284,0.99859,1,0.995,0.995,0.58155,0.13304,0.01643,0.29606,0.95772,0.00033003,0.00033003,0.00033003
248,1710.16,0.51959,0.33061,0.0999,0.34107,0.93729,0.99857,1,0.995,0.89439,0.99857,1,0.995,0.995,0.58454,0.14883,0.0197,0.29119,0.96036,0.000326399,0.000326399,0.000326399
249,1716.72,0.53265,0.24774,0.10116,0.34963,0.95809,0.9985,1,0.995,0.8881,0.9985,1,0.995,0.995,0.62024,0.14146,0.02029,0.29903,0.97684,0.000322778,0.000322778,0.000322778
250,1723.38,0.49699,0.33177,0.07908,0.32358,0.91921,0.99828,1,0.995,0.91057,0.99828,1,0.995,0.995,0.48108,0.13874,0.01856,0.28949,0.9132,0.000319169,0.000319169,0.000319169
251,1730.1,0.50239,0.3727,0.09765,0.34942,0.93663,0.99805,1,0.995,0.90263,0.99805,1,0.995,0.995,0.59835,0.13366,0.01522,0.32454,0.95945,0.000315572,0.000315572,0.000315572
252,1737.05,0.49766,0.27043,0.06911,0.33044,0.93497,0.99831,1,0.995,0.88697,0.99831,1,0.995,0.995,0.67324,0.12133,0.01493,0.34799,0.99179,0.000311986,0.000311986,0.000311986
253,1744.12,0.506,0.32147,0.09154,0.34755,0.93586,0.99824,1,0.995,0.89251,0.99824,1,0.995,0.995,0.63792,0.11297,0.01516,0.316,0.97603,0.000308412,0.000308412,0.000308412
254,1751.34,0.50942,0.24754,0.07421,0.34406,0.94364,0.99841,1,0.995,0.88775,0.99841,1,0.995,0.995,0.61163,0.12606,0.0144,0.32737,0.96564,0.00030485,0.00030485,0.00030485
255,1758.09,0.49385,0.30875,0.07156,0.32692,0.92975,0.99849,1,0.995,0.88493,0.99849,1,0.995,0.995,0.60536,0.12561,0.01357,0.30809,0.96643,0.0003013,0.0003013,0.0003013
256,1764.98,0.51682,0.3393,0.09962,0.35116,0.95831,0.99858,1,0.995,0.89196,0.99858,1,0.995,0.995,0.62867,0.12396,0.01242,0.32022,0.97457,0.000297763,0.000297763,0.000297763
257,1772.07,0.50693,0.29234,0.08175,0.33517,0.9492,0.99859,1,0.995,0.87517,0.99859,1,0.995,0.995,0.66337,0.12795,0.01237,0.31461,0.99473,0.000294239,0.000294239,0.000294239
258,1779.19,0.47183,0.24223,0.09316,0.31568,0.92054,0.99858,1,0.995,0.88293,0.99858,1,0.995,0.995,0.6417,0.13521,0.01306,0.30832,0.98812,0.000290728,0.000290728,0.000290728
259,1786.16,0.49552,0.27307,0.09711,0.33419,0.94195,0.99857,1,0.995,0.88424,0.99857,1,0.995,0.995,0.64461,0.12156,0.01338,0.30864,0.99186,0.00028723,0.00028723,0.00028723
260,1792.82,0.47536,0.28462,0.10437,0.32373,0.91513,0.99848,1,0.995,0.86726,0.99848,1,0.995,0.995,0.72705,0.12708,0.0147,0.33979,1.03922,0.000283746,0.000283746,0.000283746
261,1799.42,0.49109,0.30375,0.08459,0.32883,0.92787,0.99831,1,0.995,0.84634,0.99831,1,0.995,0.995,0.82082,0.12903,0.01434,0.34814,1.11294,0.000280275,0.000280275,0.000280275
262,1806.01,0.49479,0.20041,0.07284,0.31529,0.95459,0.99848,1,0.995,0.84321,0.99848,1,0.995,0.995,0.80837,0.13671,0.01651,0.34925,1.12413,0.000276818,0.000276818,0.000276818
263,1812.79,0.50272,0.26845,0.08911,0.32491,0.93943,0.99856,1,0.995,0.88406,0.99856,1,0.995,0.995,0.62418,0.1331,0.0167,0.28697,1.0029,0.000273375,0.000273375,0.000273375
264,1819.72,0.54796,0.37735,0.09564,0.35616,0.95753,0.99852,1,0.995,0.89233,0.99852,1,0.995,0.995,0.66972,0.12975,0.0137,0.31669,0.99839,0.000269946,0.000269946,0.000269946
265,1826.56,0.50542,0.32362,0.08366,0.33747,0.94406,0.99847,1,0.995,0.88914,0.99847,1,0.995,0.995,0.67159,0.14271,0.01335,0.30736,1.00107,0.000266532,0.000266532,0.000266532
266,1833.42,0.50007,0.25003,0.08288,0.3207,0.93573,0.9984,1,0.995,0.87061,0.9984,1,0.995,0.995,0.72892,0.137,0.01303,0.30328,1.03217,0.000263132,0.000263132,0.000263132
267,1840.66,0.48407,0.27077,0.0805,0.32651,0.93047,0.99851,1,0.995,0.87898,0.99851,1,0.995,0.995,0.68397,0.12629,0.0134,0.28932,1.01827,0.000259748,0.000259748,0.000259748
268,1847.74,0.48723,0.31314,0.07953,0.32539,0.92866,0.99843,1,0.995,0.88345,0.99843,1,0.995,0.995,0.60873,0.11999,0.01428,0.27315,0.97902,0.000256379,0.000256379,0.000256379
269,1854.74,0.49878,0.30436,0.07204,0.3235,0.91964,0.99843,1,0.995,0.87388,0.99843,1,0.995,0.995,0.63819,0.1174,0.01346,0.28515,0.98939,0.000253024,0.000253024,0.000253024
270,1861.77,0.48278,0.20868,0.08285,0.31346,0.92479,0.99845,1,0.995,0.89642,0.99845,1,0.995,0.995,0.60461,0.11954,0.01493,0.28742,0.96283,0.000249686,0.000249686,0.000249686
271,1868.95,0.4979,0.25746,0.07997,0.33183,0.9288,0.99851,1,0.995,0.8775,0.99851,1,0.995,0.995,0.72634,0.12011,0.01714,0.32567,1.04336,0.000246363,0.000246363,0.000246363
272,1875.9,0.48322,0.2297,0.0809,0.32005,0.91346,0.99859,1,0.995,0.88393,0.99859,1,0.995,0.995,0.70578,0.12169,0.01615,0.30173,1.02494,0.000243056,0.000243056,0.000243056
273,1882.79,0.45097,0.19634,0.07068,0.29835,0.90113,0.99856,1,0.995,0.8992,0.99856,1,0.995,0.995,0.61324,0.13932,0.0163,0.28165,0.97044,0.000239766,0.000239766,0.000239766
274,1889.8,0.47524,0.2523,0.07208,0.31169,0.91857,0.99855,1,0.995,0.88683,0.99855,1,0.995,0.995,0.6775,0.11114,0.01651,0.29294,1.02671,0.000236491,0.000236491,0.000236491
275,1896.83,0.49322,0.29348,0.08696,0.32808,0.93789,0.99859,1,0.995,0.88996,0.99859,1,0.995,0.995,0.68612,0.11407,0.01428,0.28723,1.04289,0.000233234,0.000233234,0.000233234
276,1903.68,0.47004,0.3277,0.09194,0.31468,0.92756,0.99839,1,0.995,0.85985,0.99839,1,0.995,0.995,0.71992,0.11963,0.01361,0.31154,1.05897,0.000229993,0.000229993,0.000229993
277,1910.57,0.45338,0.23311,0.0813,0.30035,0.91703,0.99853,1,0.995,0.84349,0.99853,1,0.995,0.995,0.75481,0.10706,0.01266,0.3163,1.08302,0.000226769,0.000226769,0.000226769
278,1917.32,0.43256,0.2832,0.07057,0.296,0.89732,0.99857,1,0.995,0.888,0.99857,1,0.995,0.995,0.61932,0.1015,0.01226,0.28766,0.9818,0.000223562,0.000223562,0.000223562
279,1924.27,0.44953,0.29026,0.09062,0.31449,0.9336,0.99856,1,0.995,0.89572,0.99856,1,0.995,0.995,0.62221,0.11157,0.01235,0.29892,0.97665,0.000220372,0.000220372,0.000220372
280,1930.97,0.45167,0.22213,0.0739,0.30233,0.92179,0.99852,1,0.995,0.90449,0.99852,1,0.995,0.995,0.64082,0.11869,0.0118,0.29726,0.98961,0.0002172,0.0002172,0.0002172
281,1937.84,0.438,0.19086,0.06573,0.29738,0.89804,0.99855,1,0.995,0.89488,0.99855,1,0.995,0.995,0.68954,0.13297,0.01351,0.30803,1.02511,0.000214046,0.000214046,0.000214046
282,1944.69,0.46848,0.25407,0.07782,0.30827,0.92572,0.99857,1,0.995,0.90275,0.99857,1,0.995,0.995,0.67238,0.13033,0.01567,0.30454,1.03564,0.00021091,0.00021091,0.00021091
283,1951.27,0.45731,0.24382,0.07458,0.31291,0.92681,0.99855,1,0.995,0.89405,0.99855,1,0.995,0.995,0.65186,0.11706,0.01556,0.27071,1.01384,0.000207792,0.000207792,0.000207792
284,1958.08,0.42785,0.21691,0.06907,0.28455,0.90449,0.99854,1,0.995,0.87401,0.99854,1,0.995,0.995,0.73041,0.09651,0.01377,0.2752,1.04331,0.000204692,0.000204692,0.000204692
285,1965.19,0.45584,0.19062,0.08606,0.30454,0.90338,0.99848,1,0.995,0.8526,0.99848,1,0.995,0.995,0.80956,0.10602,0.01115,0.31338,1.08955,0.000201611,0.000201611,0.000201611
286,1972.2,0.47229,0.25093,0.06345,0.31034,0.92257,0.99857,1,0.995,0.88206,0.99857,1,0.995,0.995,0.72448,0.1267,0.01049,0.29495,1.0379,0.000198548,0.000198548,0.000198548
287,1979.21,0.42033,0.18968,0.05344,0.28776,0.88895,0.9986,1,0.995,0.89841,0.9986,1,0.995,0.995,0.62405,0.12608,0.01151,0.27157,0.9842,0.000195505,0.000195505,0.000195505
288,1985.83,0.47035,0.26475,0.08016,0.31436,0.91211,0.99855,1,0.995,0.91315,0.99855,1,0.995,0.995,0.55828,0.11063,0.01253,0.26198,0.94691,0.00019248,0.00019248,0.00019248
289,1992.47,0.4614,0.24676,0.08429,0.3083,0.9273,0.99857,1,0.995,0.90409,0.99857,1,0.995,0.995,0.61484,0.10589,0.0125,0.27503,0.98793,0.000189475,0.000189475,0.000189475
290,1999.4,0.423,0.18948,0.07979,0.29302,0.90275,0.9986,1,0.995,0.86852,0.9986,1,0.995,0.995,0.72694,0.09769,0.0131,0.29826,1.06297,0.000186489,0.000186489,0.000186489
291,2006.4,0.45627,0.21631,0.05912,0.29748,0.90714,0.99858,1,0.995,0.87109,0.99858,1,0.995,0.995,0.69276,0.10439,0.01403,0.2994,1.03154,0.000183523,0.000183523,0.000183523
292,2013.25,0.44895,0.21446,0.06454,0.28396,0.88876,0.9986,1,0.995,0.88092,0.9986,1,0.995,0.995,0.76336,0.11126,0.01276,0.28931,1.07422,0.000180577,0.000180577,0.000180577
293,2020.01,0.46929,0.24205,0.07817,0.32277,0.92824,1,1,0.995,0.88717,1,1,0.995,0.995,0.70603,0.11998,0.01147,0.28991,1.02164,0.000177651,0.000177651,0.000177651
294,2026.83,0.43585,0.26171,0.07302,0.29283,0.90486,0.99858,1,0.995,0.88784,0.99858,1,0.995,0.995,0.61225,0.11636,0.01118,0.28378,0.97335,0.000174745,0.000174745,0.000174745
295,2033.78,0.43095,0.20429,0.06311,0.29619,0.91911,0.99857,1,0.995,0.8847,0.99857,1,0.995,0.995,0.65625,0.09919,0.01082,0.28967,0.99412,0.000171859,0.000171859,0.000171859
296,2040.56,0.42324,0.21527,0.06918,0.28317,0.90103,0.99858,1,0.995,0.88858,0.99858,1,0.995,0.995,0.72325,0.09909,0.00995,0.29287,1.03162,0.000168994,0.000168994,0.000168994
297,2047.23,0.43522,0.21094,0.07812,0.29082,0.91652,0.99861,1,0.995,0.88888,0.99861,1,0.995,0.995,0.70542,0.10914,0.0096,0.28498,1.02811,0.000166149,0.000166149,0.000166149
298,2053.94,0.42611,0.18644,0.06723,0.28738,0.90373,0.9986,1,0.995,0.87871,0.9986,1,0.995,0.995,0.68108,0.10279,0.00976,0.28614,1.01616,0.000163326,0.000163326,0.000163326
299,2060.85,0.4517,0.21341,0.07471,0.29676,0.92874,0.9986,1,0.995,0.87493,0.9986,1,0.995,0.995,0.71403,0.09858,0.01128,0.29979,1.03388,0.000160523,0.000160523,0.000160523
300,2067.82,0.42638,0.18453,0.06915,0.2878,0.90416,0.99861,1,0.995,0.89306,0.99861,1,0.995,0.995,0.69506,0.09452,0.01185,0.2961,1.01358,0.000157742,0.000157742,0.000157742
301,2074.79,0.44456,0.2148,0.08665,0.3038,0.91828,0.99859,1,0.995,0.89623,0.99859,1,0.995,0.995,0.73248,0.09698,0.0104,0.29494,1.03292,0.000154982,0.000154982,0.000154982
302,2081.51,0.43468,0.21677,0.06659,0.29571,0.89685,0.99857,1,0.995,0.90186,0.99857,1,0.995,0.995,0.69991,0.10257,0.0106,0.27691,1.01245,0.000152244,0.000152244,0.000152244
303,2088.45,0.42495,0.19064,0.06474,0.29454,0.9006,0.99861,1,0.995,0.88521,0.99861,1,0.995,0.995,0.64744,0.10687,0.01187,0.27783,0.98749,0.000149527,0.000149527,0.000149527
304,2095.61,0.41588,0.22026,0.0681,0.28565,0.8942,0.99863,1,0.995,0.87605,0.99863,1,0.995,0.995,0.61832,0.10361,0.01222,0.26942,0.97955,0.000146833,0.000146833,0.000146833
305,2102.7,0.40794,0.1826,0.07655,0.28058,0.89496,0.99862,1,0.995,0.89487,0.99862,1,0.995,0.995,0.56131,0.1017,0.01142,0.2553,0.94901,0.000144161,0.000144161,0.000144161
306,2109.91,0.40874,0.1751,0.07271,0.2755,0.91427,0.9986,1,0.995,0.91152,0.9986,1,0.995,0.995,0.52783,0.10295,0.01099,0.26771,0.92949,0.00014151,0.00014151,0.00014151
307,2116.98,0.44588,0.21288,0.09682,0.303,0.92794,0.99857,1,0.995,0.91419,0.99857,1,0.995,0.995,0.57629,0.09991,0.01088,0.2708,0.95003,0.000138883,0.000138883,0.000138883
308,2124.22,0.42106,0.21096,0.07986,0.28256,0.89599,0.99857,1,0.995,0.90434,0.99857,1,0.995,0.995,0.54904,0.10204,0.01082,0.25383,0.94007,0.000136277,0.000136277,0.000136277
309,2131.37,0.45094,0.20611,0.0732,0.287,0.91597,0.99855,1,0.995,0.89742,0.99855,1,0.995,0.995,0.5619,0.09924,0.01089,0.26265,0.94627,0.000133695,0.000133695,0.000133695
310,2138.68,0.42673,0.37064,0.08027,0.29214,0.88894,0.99859,1,0.995,0.89722,0.99859,1,0.995,0.995,0.64508,0.09697,0.0111,0.28076,0.98894,0.000131136,0.000131136,0.000131136
311,2146.06,0.47634,0.18053,0.10108,0.31533,0.94383,0.99859,1,0.995,0.88758,0.99859,1,0.995,0.995,0.6527,0.09665,0.01065,0.28259,1.00027,0.000128599,0.000128599,0.000128599
312,2153.38,0.44371,0.23502,0.06952,0.29883,0.89618,0.99861,1,0.995,0.8806,0.99861,1,0.995,0.995,0.66442,0.10172,0.0112,0.27972,1.00896,0.000126086,0.000126086,0.000126086
313,2160.21,0.41372,0.27208,0.086,0.28238,0.88505,0.99862,1,0.995,0.87069,0.99862,1,0.995,0.995,0.6959,0.10114,0.01194,0.29131,1.0263,0.000123596,0.000123596,0.000123596
314,2167.14,0.44848,0.26486,0.07064,0.30173,0.92058,0.9986,1,0.995,0.87516,0.9986,1,0.995,0.995,0.67047,0.09407,0.01201,0.28427,1.00756,0.00012113,0.00012113,0.00012113
315,2173.77,0.42394,0.21092,0.07487,0.29722,0.9068,0.99859,1,0.995,0.89562,0.99859,1,0.995,0.995,0.61307,0.0995,0.01179,0.26257,0.9698,0.000118687,0.000118687,0.000118687
316,2180.45,0.40304,0.20044,0.05983,0.28047,0.8824,0.99862,1,0.995,0.89301,0.99862,1,0.995,0.995,0.6325,0.09048,0.01132,0.26861,0.98385,0.000116268,0.000116268,0.000116268
317,2187.29,0.39215,0.17294,0.07693,0.27511,0.87803,0.9986,1,0.995,0.88199,0.9986,1,0.995,0.995,0.63986,0.08692,0.01099,0.26549,0.98716,0.000113873,0.000113873,0.000113873
318,2194.13,0.40185,0.18496,0.06729,0.27509,0.87528,0.99862,1,0.995,0.8882,0.99862,1,0.995,0.995,0.63878,0.08742,0.01083,0.25944,0.98758,0.000111503,0.000111503,0.000111503
319,2200.99,0.42449,0.20747,0.06267,0.296,0.90305,0.99861,1,0.995,0.90855,0.99861,1,0.995,0.995,0.63775,0.08809,0.01055,0.26044,0.98414,0.000109156,0.000109156,0.000109156
320,2207.6,0.40207,0.17641,0.06152,0.28149,0.88671,0.99863,1,0.995,0.91235,0.99863,1,0.995,0.995,0.62071,0.08799,0.01073,0.2634,0.97034,0.000106834,0.000106834,0.000106834
321,2214.65,0.42937,0.18011,0.08581,0.29089,0.90893,0.99863,1,0.995,0.90614,0.99863,1,0.995,0.995,0.62392,0.0862,0.01076,0.26762,0.97407,0.000104537,0.000104537,0.000104537
322,2221.6,0.39017,0.15589,0.05814,0.26716,0.89164,0.99865,1,0.995,0.89933,0.99865,1,0.995,0.995,0.60474,0.08815,0.01177,0.25479,0.96743,0.000102264,0.000102264,0.000102264
323,2228.61,0.40329,0.17249,0.08285,0.28139,0.89526,0.99865,1,0.995,0.92103,0.99865,1,0.995,0.995,0.56656,0.09158,0.01204,0.25033,0.94555,0.000100016,0.000100016,0.000100016
324,2235.56,0.38739,0.16216,0.07947,0.27162,0.89769,0.99864,1,0.995,0.91036,0.99864,1,0.995,0.995,0.58211,0.09099,0.01193,0.24704,0.95402,9.77929e-05,9.77929e-05,9.77929e-05
325,2242.66,0.38715,0.18611,0.08267,0.26261,0.90063,0.99863,1,0.995,0.90807,0.99863,1,0.995,0.995,0.59139,0.09004,0.01157,0.24785,0.9611,9.55951e-05,9.55951e-05,9.55951e-05
326,2249.58,0.40301,0.16069,0.07987,0.27416,0.90735,0.99862,1,0.995,0.89579,0.99862,1,0.995,0.995,0.60018,0.08749,0.01138,0.25287,0.96916,9.34225e-05,9.34225e-05,9.34225e-05
327,2256.42,0.40228,0.2163,0.08262,0.28359,0.88707,0.99859,1,0.995,0.89506,0.99859,1,0.995,0.995,0.60212,0.08449,0.01172,0.2623,0.96819,9.12754e-05,9.12754e-05,9.12754e-05
328,2263.58,0.38476,0.15393,0.07652,0.27048,0.89378,0.99859,1,0.995,0.91224,0.99859,1,0.995,0.995,0.55434,0.08545,0.0123,0.26112,0.94022,8.91537e-05,8.91537e-05,8.91537e-05
329,2270.31,0.39802,0.16393,0.06273,0.26497,0.89923,0.99859,1,0.995,0.91669,0.99859,1,0.995,0.995,0.56781,0.08714,0.01199,0.26528,0.94455,8.70577e-05,8.70577e-05,8.70577e-05
330,2277.2,0.38433,0.16279,0.06475,0.26917,0.8866,0.9986,1,0.995,0.90248,0.9986,1,0.995,0.995,0.62663,0.08745,0.0115,0.27823,0.97747,8.49874e-05,8.49874e-05,8.49874e-05
331,2284.05,0.40705,0.26221,0.07514,0.27943,0.90868,0.99862,1,0.995,0.88161,0.99862,1,0.995,0.995,0.67431,0.08931,0.01065,0.28778,1.00915,8.29431e-05,8.29431e-05,8.29431e-05
332,2291.06,0.40167,0.1712,0.06907,0.26782,0.88982,0.99861,1,0.995,0.88549,0.99861,1,0.995,0.995,0.6637,0.08955,0.01053,0.28866,1.00484,8.09248e-05,8.09248e-05,8.09248e-05
333,2297.88,0.36584,0.1608,0.064,0.25974,0.87385,0.99862,1,0.995,0.88685,0.99862,1,0.995,0.995,0.67492,0.08559,0.01076,0.29757,1.00966,7.89327e-05,7.89327e-05,7.89327e-05
334,2304.69,0.37338,0.14574,0.0817,0.26494,0.88899,0.99861,1,0.995,0.89242,0.99861,1,0.995,0.995,0.66957,0.08328,0.01132,0.29466,1.00198,7.69668e-05,7.69668e-05,7.69668e-05
335,2311.36,0.37904,0.17645,0.09086,0.27754,0.89663,0.9986,1,0.995,0.90691,0.9986,1,0.995,0.995,0.62845,0.08858,0.01209,0.26643,0.97497,7.50274e-05,7.50274e-05,7.50274e-05
336,2318.17,0.39231,0.16883,0.06863,0.2662,0.89572,0.9986,1,0.995,0.90567,0.9986,1,0.995,0.995,0.59838,0.09188,0.0122,0.26023,0.96211,7.31145e-05,7.31145e-05,7.31145e-05
337,2325,0.37574,0.18416,0.07913,0.26015,0.87948,0.99859,1,0.995,0.89665,0.99859,1,0.995,0.995,0.60574,0.08972,0.01184,0.25873,0.9681,7.12282e-05,7.12282e-05,7.12282e-05
338,2331.71,0.39004,0.19648,0.09238,0.26946,0.88901,0.9986,1,0.995,0.89098,0.9986,1,0.995,0.995,0.63519,0.08787,0.0111,0.2628,0.98815,6.93687e-05,6.93687e-05,6.93687e-05
339,2338.47,0.37723,0.10066,0.05988,0.25917,0.87668,0.99862,1,0.995,0.89564,0.99862,1,0.995,0.995,0.62398,0.09,0.01101,0.26639,0.98582,6.7536e-05,6.7536e-05,6.7536e-05
340,2345.24,0.36101,0.11714,0.06056,0.25607,0.88198,0.99863,1,0.995,0.90008,0.99863,1,0.995,0.995,0.62719,0.09282,0.01043,0.27282,0.98683,6.57303e-05,6.57303e-05,6.57303e-05
341,2351.73,0.3759,0.15412,0.06483,0.26102,0.88299,0.99865,1,0.995,0.88572,0.99865,1,0.995,0.995,0.63978,0.09017,0.01008,0.27094,0.99065,6.39518e-05,6.39518e-05,6.39518e-05
