epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,896.386,0.64135,0.34021,0.10953,0.41826,0.99652,0.99055,1,0.995,0.93954,0.99055,1,0.995,0.995,0.4103,0.14563,0.01712,0.31382,0.91368,0.000789628,0.000789628,0.000789628
124,903.528,0.66645,0.38513,0.10831,0.43513,1.01219,0.99127,1,0.995,0.9719,0.99127,1,0.995,0.995,0.31051,0.13078,0.01485,0.25667,0.88153,0.000786438,0.000786438,0.000786438
125,910.524,0.65929,0.44737,0.09061,0.43584,0.99983,0.99108,1,0.995,0.93972,0.99108,1,0.995,0.995,0.38912,0.13685,0.01181,0.26974,0.90945,0.000783231,0.000783231,0.000783231
126,917.71,0.66013,0.3832,0.12226,0.44241,1.02595,0.99142,1,0.995,0.97398,0.99142,1,0.995,0.995,0.35185,0.14224,0.01805,0.2627,0.90379,0.000780007,0.000780007,0.000780007
127,924.891,0.65611,0.46582,0.10225,0.42419,1.01467,0.99171,1,0.995,0.92513,0.99171,1,0.995,0.995,0.43853,0.13665,0.01652,0.29863,0.9265,0.000776766,0.000776766,0.000776766
128,932.117,0.63991,0.36547,0.09922,0.4033,0.99545,0.99033,1,0.995,0.80109,0.99033,1,0.995,0.94261,0.62127,0.28457,0.01892,0.44506,1.04828,0.000773509,0.000773509,0.000773509
129,939.276,0.60975,0.36191,0.10373,0.40092,0.98365,0.99076,1,0.995,0.89492,0.99076,1,0.995,0.995,0.48953,0.17225,0.01459,0.29915,0.96837,0.000770234,0.000770234,0.000770234
130,946.362,0.59602,0.37935,0.10007,0.3927,0.96295,0.9909,1,0.995,0.94663,0.9909,1,0.995,0.995,0.34172,0.11326,0.01723,0.3056,0.9034,0.000766944,0.000766944,0.000766944
131,953.657,0.59481,0.34162,0.08203,0.39819,0.95092,0.99085,1,0.995,0.95758,0.99085,1,0.995,0.995,0.36585,0.10831,0.01598,0.3236,0.91163,0.000763637,0.000763637,0.000763637
132,960.63,0.63955,0.33758,0.09581,0.40735,0.99022,0.99079,1,0.995,0.93358,0.99079,1,0.995,0.995,0.34302,0.14119,0.01095,0.30658,0.87955,0.000760314,0.000760314,0.000760314
133,967.711,0.64596,0.36106,0.10206,0.42375,0.99835,0.99141,1,0.995,0.96838,0.99141,1,0.995,0.995,0.36245,0.11348,0.01531,0.31073,0.8802,0.000756976,0.000756976,0.000756976
134,975.215,0.62753,0.28517,0.09938,0.40072,0.98143,0.99015,1,0.995,0.93251,0.99015,1,0.995,0.995,0.38764,0.14294,0.01609,0.28933,0.89094,0.000753621,0.000753621,0.000753621
135,982.523,0.638,0.34684,0.09259,0.41602,1.01078,0.98449,1,0.995,0.95189,0.98449,1,0.995,0.995,0.34564,0.12524,0.01162,0.33448,0.88748,0.000750252,0.000750252,0.000750252
136,990.078,0.59023,0.31622,0.08715,0.39402,0.95855,0.98284,1,0.995,0.97705,0.98284,1,0.995,0.995,0.34344,0.08743,0.00838,0.45216,0.88612,0.000746868,0.000746868,0.000746868
137,997.337,0.58538,0.32454,0.10127,0.41132,0.97384,0.98955,1,0.995,0.95406,0.98955,1,0.995,0.995,0.37655,0.14117,0.00887,0.2775,0.9009,0.000743468,0.000743468,0.000743468
138,1004.52,0.59041,0.34436,0.11406,0.39634,0.97706,0.99142,1,0.995,0.9541,0.99142,1,0.995,0.995,0.37789,0.13487,0.00635,0.27,0.90787,0.000740054,0.000740054,0.000740054
139,1011.43,0.6678,0.42196,0.11415,0.42734,0.99885,0.9915,1,0.995,0.8955,0.9915,1,0.995,0.995,0.56646,0.08361,0.01203,0.28632,1.0194,0.000736625,0.000736625,0.000736625
140,1018.55,0.66859,0.42664,0.09901,0.42211,1.004,0.99132,1,0.995,0.91331,0.99132,1,0.995,0.94322,0.49267,0.22692,0.02963,0.35342,0.94523,0.000733182,0.000733182,0.000733182
141,1025.62,0.59227,0.29997,0.08868,0.38713,0.95646,0.99191,1,0.995,0.94224,0.99191,1,0.995,0.995,0.39133,0.138,0.0189,0.3253,0.8986,0.000729725,0.000729725,0.000729725
142,1032.94,0.5912,0.28322,0.09819,0.37278,0.97897,0.9917,1,0.995,0.93939,0.9917,1,0.995,0.995,0.37214,0.08961,0.01465,0.27032,0.89752,0.000726254,0.000726254,0.000726254
143,1040.28,0.60412,0.40545,0.10156,0.38677,0.96564,0.98791,1,0.995,0.95444,0.98791,1,0.995,0.995,0.41311,0.14181,0.01441,0.30278,0.92605,0.00072277,0.00072277,0.00072277
144,1047.85,0.61472,0.41806,0.10898,0.4099,0.97575,0.99195,1,0.995,0.97573,0.99195,1,0.995,0.995,0.34079,0.12274,0.0158,0.25012,0.88889,0.000719272,0.000719272,0.000719272
145,1054.98,0.57673,0.31004,0.08021,0.37965,0.96493,0.9918,1,0.995,0.92535,0.9918,1,0.995,0.995,0.41903,0.12586,0.01052,0.27693,0.94085,0.000715761,0.000715761,0.000715761
146,1062.17,0.6042,0.3639,0.10584,0.39327,0.98797,0.99202,1,0.995,0.97916,0.99202,1,0.995,0.995,0.32449,0.14239,0.00945,0.26919,0.88914,0.000712237,0.000712237,0.000712237
147,1069.47,0.60448,0.31116,0.08763,0.40949,0.97416,0.99193,1,0.995,0.98155,0.99193,1,0.995,0.995,0.30858,0.08158,0.01222,0.24015,0.8729,0.0007087,0.0007087,0.0007087
148,1076.67,0.60477,0.33473,0.09117,0.38518,0.9785,0.99118,1,0.995,0.95493,0.99118,1,0.995,0.995,0.40056,0.09324,0.01072,0.2675,0.9045,0.00070515,0.00070515,0.00070515
149,1083.67,0.59929,0.38278,0.08858,0.40971,0.98729,0.9906,1,0.995,0.91932,0.9906,1,0.995,0.995,0.35553,0.13847,0.01167,0.27461,0.88833,0.000701588,0.000701588,0.000701588
150,1090.91,0.57433,0.36402,0.08716,0.39705,0.97866,0.99089,1,0.995,0.92159,0.99089,1,0.995,0.96855,0.37725,0.16983,0.00824,0.22928,0.9055,0.000698014,0.000698014,0.000698014
151,1098.08,0.53553,0.31978,0.08823,0.38274,0.94302,0.99146,1,0.995,0.92216,0.99146,1,0.995,0.995,0.37448,0.13267,0.00809,0.25784,0.90681,0.000694428,0.000694428,0.000694428
152,1105.42,0.57264,0.41389,0.09782,0.39177,0.95735,0.99173,1,0.995,0.94806,0.99173,1,0.995,0.995,0.39677,0.13114,0.00861,0.27547,0.89681,0.000690831,0.000690831,0.000690831
153,1112.6,0.5638,0.32461,0.09135,0.38831,0.95833,0.99086,1,0.995,0.9257,0.99086,1,0.995,0.995,0.43199,0.14,0.00803,0.30022,0.91996,0.000687222,0.000687222,0.000687222
154,1119.74,0.55194,0.30577,0.08337,0.38482,0.9504,0.99131,1,0.995,0.94034,0.99131,1,0.995,0.995,0.36612,0.11575,0.01029,0.26339,0.88855,0.000683601,0.000683601,0.000683601
155,1127,0.55426,0.26515,0.09084,0.37331,0.9535,0.99029,1,0.995,0.97159,0.99029,1,0.995,0.995,0.31379,0.11894,0.01902,0.28097,0.87554,0.00067997,0.00067997,0.00067997
156,1134.2,0.55522,0.25648,0.08057,0.38774,0.96891,0.98764,1,0.995,0.9467,0.98764,1,0.995,0.995,0.32839,0.10674,0.0166,0.3011,0.87249,0.000676328,0.000676328,0.000676328
157,1141.25,0.57008,0.29755,0.08915,0.38674,0.96778,0.99019,1,0.995,0.9582,0.99019,1,0.995,0.995,0.30487,0.12209,0.01589,0.26585,0.86918,0.000672675,0.000672675,0.000672675
158,1148.57,0.56605,0.2771,0.07871,0.37814,0.96256,0.9914,1,0.995,0.96006,0.9914,1,0.995,0.995,0.33141,0.11997,0.02351,0.23742,0.8778,0.000669012,0.000669012,0.000669012
159,1155.95,0.5997,0.3089,0.09592,0.38808,0.98197,0.99165,1,0.995,0.91913,0.99165,1,0.995,0.995,0.4011,0.13263,0.02684,0.28331,0.90659,0.000665339,0.000665339,0.000665339
160,1163.17,0.56614,0.31109,0.11379,0.38149,0.9688,0.99139,1,0.995,0.93488,0.99139,1,0.995,0.995,0.37941,0.16052,0.01938,0.25546,0.91165,0.000661656,0.000661656,0.000661656
161,1170.27,0.56586,0.29682,0.09235,0.37884,0.95355,0.99156,1,0.995,0.95406,0.99156,1,0.995,0.995,0.40194,0.11489,0.01374,0.24168,0.90974,0.000657963,0.000657963,0.000657963
162,1177.14,0.52532,0.28484,0.07621,0.36213,0.92994,0.98935,1,0.995,0.94278,0.98935,1,0.995,0.995,0.38796,0.13318,0.01251,0.2852,0.90658,0.000654261,0.000654261,0.000654261
163,1184.35,0.56229,0.32816,0.08681,0.36956,0.95313,0.9918,1,0.995,0.995,0.9918,1,0.995,0.995,0.35245,0.09235,0.01261,0.25795,0.88863,0.00065055,0.00065055,0.00065055
164,1191.59,0.56197,0.39994,0.09884,0.38635,0.9498,0.99186,1,0.995,0.90147,0.99186,1,0.995,0.995,0.41467,0.18007,0.0195,0.24821,0.93032,0.00064683,0.00064683,0.00064683
165,1198.65,0.53881,0.32487,0.08137,0.37983,0.96315,0.99182,1,0.995,0.96608,0.99182,1,0.995,0.995,0.36177,0.07463,0.00644,0.22859,0.88864,0.000643101,0.000643101,0.000643101
166,1205.76,0.54509,0.31869,0.0879,0.36732,0.94555,0.99205,1,0.995,0.94625,0.99205,1,0.995,0.995,0.41349,0.07916,0.00678,0.23307,0.91657,0.000639363,0.000639363,0.000639363
167,1213.14,0.5432,0.28035,0.08945,0.36711,0.9547,0.99193,1,0.995,0.995,0.99193,1,0.995,0.995,0.33619,0.13591,0.00817,0.23441,0.8739,0.000635617,0.000635617,0.000635617
168,1220.53,0.54987,0.3193,0.08035,0.36411,0.97043,0.99157,1,0.995,0.96114,0.99157,1,0.995,0.995,0.35834,0.08853,0.00831,0.253,0.87973,0.000631863,0.000631863,0.000631863
169,1227.59,0.57115,0.35973,0.09105,0.37357,0.96186,0.9909,1,0.995,0.88592,0.9909,1,0.995,0.995,0.52039,0.0926,0.01131,0.2825,0.99031,0.000628101,0.000628101,0.000628101
170,1234.83,0.53177,0.26974,0.07238,0.36365,0.94454,0.99019,1,0.995,0.92135,0.99019,1,0.995,0.995,0.42398,0.13158,0.01017,0.26844,0.92677,0.000624332,0.000624332,0.000624332
171,1242.06,0.5299,0.31954,0.09658,0.34964,0.92591,0.98889,1,0.995,0.93803,0.98889,1,0.995,0.995,0.33566,0.11192,0.01053,0.26014,0.88068,0.000620555,0.000620555,0.000620555
172,1248.95,0.55421,0.33914,0.10449,0.37052,0.94887,0.98875,1,0.995,0.97647,0.98875,1,0.995,0.995,0.36405,0.09018,0.01775,0.24888,0.90007,0.000616772,0.000616772,0.000616772
173,1256.01,0.52367,0.30338,0.09051,0.36731,0.94446,0.99015,1,0.995,0.94864,0.99015,1,0.995,0.995,0.34196,0.07597,0.01305,0.2544,0.88552,0.000612981,0.000612981,0.000612981
174,1262.91,0.50901,0.23685,0.0819,0.34521,0.91837,0.99035,1,0.995,0.95492,0.99035,1,0.995,0.995,0.34515,0.10792,0.00976,0.26098,0.89789,0.000609184,0.000609184,0.000609184
175,1269.93,0.58249,0.34728,0.09135,0.37504,0.95284,0.98883,1,0.995,0.94166,0.98883,1,0.995,0.995,0.39683,0.10515,0.00779,0.29817,0.93634,0.00060538,0.00060538,0.00060538
176,1277.03,0.56666,0.32212,0.09291,0.38236,0.95766,0.99161,1,0.995,0.96533,0.99161,1,0.995,0.995,0.36639,0.12446,0.01302,0.30937,0.89498,0.00060157,0.00060157,0.00060157
177,1284.15,0.58888,0.27653,0.08095,0.38197,0.9554,0.99177,1,0.995,0.96812,0.99177,1,0.995,0.995,0.36347,0.13616,0.01415,0.28767,0.88168,0.000597754,0.000597754,0.000597754
178,1291.1,0.54612,0.27764,0.07373,0.35388,0.94623,0.99184,1,0.995,0.94404,0.99184,1,0.995,0.995,0.33516,0.0973,0.01578,0.26719,0.88207,0.000593932,0.000593932,0.000593932
179,1298.13,0.5479,0.31487,0.08624,0.36825,0.95093,0.99189,1,0.995,0.96392,0.99189,1,0.995,0.995,0.37433,0.09989,0.01656,0.28032,0.89166,0.000590105,0.000590105,0.000590105
180,1305.19,0.5583,0.32352,0.08079,0.37592,0.95687,0.99182,1,0.995,0.92152,0.99182,1,0.995,0.995,0.37446,0.0984,0.01006,0.27568,0.90414,0.000586272,0.000586272,0.000586272
181,1312.2,0.56521,0.29396,0.09345,0.37429,0.94696,0.9919,1,0.995,0.97647,0.9919,1,0.995,0.97097,0.31825,0.14926,0.0145,0.25033,0.87204,0.000582435,0.000582435,0.000582435
182,1319.05,0.54279,0.26976,0.08541,0.37152,0.9497,0.9915,1,0.995,0.97479,0.9915,1,0.995,0.995,0.28474,0.10404,0.01335,0.24343,0.85402,0.000578593,0.000578593,0.000578593
183,1326.33,0.53139,0.24103,0.07665,0.35141,0.92891,0.99151,1,0.995,0.95992,0.99151,1,0.995,0.995,0.32331,0.06824,0.01854,0.26213,0.87252,0.000574746,0.000574746,0.000574746
184,1333.91,0.51142,0.30051,0.08624,0.35042,0.93937,0.99164,1,0.995,0.93079,0.99164,1,0.995,0.995,0.40771,0.08649,0.01484,0.28313,0.90327,0.000570895,0.000570895,0.000570895
185,1341.29,0.5034,0.2685,0.08157,0.35014,0.92445,0.99166,1,0.995,0.93866,0.99166,1,0.995,0.995,0.38781,0.06065,0.01916,0.29501,0.89791,0.00056704,0.00056704,0.00056704
186,1348.71,0.52685,0.3004,0.07312,0.35493,0.94116,0.99182,1,0.995,0.9536,0.99182,1,0.995,0.995,0.3458,0.09108,0.01479,0.27197,0.87799,0.000563181,0.000563181,0.000563181
187,1355.86,0.51421,0.22636,0.06687,0.34921,0.93297,0.99157,1,0.995,0.95304,0.99157,1,0.995,0.995,0.29953,0.11956,0.01289,0.2636,0.86972,0.000559318,0.000559318,0.000559318
188,1362.92,0.47824,0.24043,0.07044,0.33397,0.90509,0.99189,1,0.995,0.89969,0.99189,1,0.995,0.995,0.42736,0.22078,0.01558,0.27771,0.92629,0.000555453,0.000555453,0.000555453
189,1369.9,0.51031,0.21803,0.07346,0.33404,0.92073,0.99216,1,0.995,0.93994,0.99216,1,0.995,0.995,0.34402,0.07075,0.00797,0.22859,0.87293,0.000551584,0.000551584,0.000551584
190,1377.03,0.50428,0.26846,0.08051,0.34468,0.93022,0.99217,1,0.995,0.94448,0.99217,1,0.995,0.995,0.31143,0.07274,0.00843,0.20377,0.86993,0.000547712,0.000547712,0.000547712
191,1384.27,0.50903,0.26328,0.08453,0.34177,0.91953,0.99169,1,0.995,0.95907,0.99169,1,0.995,0.995,0.28051,0.07742,0.00728,0.19319,0.85046,0.000543837,0.000543837,0.000543837
192,1391.71,0.52941,0.23911,0.08449,0.35475,0.95269,0.99164,1,0.995,0.995,0.99164,1,0.995,0.995,0.29644,0.08844,0.00389,0.21749,0.8641,0.00053996,0.00053996,0.00053996
193,1399.33,0.50984,0.22448,0.07786,0.3493,0.92872,0.99178,1,0.995,0.995,0.99178,1,0.995,0.995,0.28655,0.08132,0.00611,0.21537,0.85875,0.000536081,0.000536081,0.000536081
194,1406.77,0.50374,0.27612,0.08895,0.3506,0.95619,0.99184,1,0.995,0.995,0.99184,1,0.995,0.995,0.27041,0.05976,0.00839,0.2354,0.85018,0.0005322,0.0005322,0.0005322
195,1414.12,0.53082,0.21964,0.07617,0.35874,0.94762,0.99174,1,0.995,0.97573,0.99174,1,0.995,0.995,0.29594,0.06207,0.00922,0.25622,0.86305,0.000528318,0.000528318,0.000528318
196,1421.11,0.5095,0.25304,0.09045,0.35488,0.9413,0.99162,1,0.995,0.94263,0.99162,1,0.995,0.995,0.37065,0.06101,0.01304,0.26804,0.90022,0.000524434,0.000524434,0.000524434
197,1428.14,0.53646,0.23532,0.08985,0.35702,0.93124,0.99172,1,0.995,0.90595,0.99172,1,0.995,0.995,0.4155,0.08163,0.0164,0.28892,0.93281,0.000520548,0.000520548,0.000520548
198,1435.33,0.50416,0.18709,0.07232,0.33737,0.94219,0.99169,1,0.995,0.91446,0.99169,1,0.995,0.995,0.38878,0.08613,0.01218,0.26834,0.92276,0.000516662,0.000516662,0.000516662
199,1442.57,0.53255,0.23861,0.07771,0.3437,0.94225,0.99195,1,0.995,0.94406,0.99195,1,0.995,0.995,0.35996,0.07362,0.0136,0.24007,0.90015,0.000512775,0.000512775,0.000512775
200,1449.59,0.50682,0.23566,0.06647,0.33716,0.93461,0.99205,1,0.995,0.98127,0.99205,1,0.995,0.995,0.26959,0.06446,0.01137,0.23042,0.8602,0.000508888,0.000508888,0.000508888
201,1456.88,0.51994,0.23658,0.07726,0.3389,0.93599,1,1,0.995,0.97747,1,1,0.995,0.995,0.30764,0.06334,0.01183,0.24889,0.86425,0.000505,0.000505,0.000505
202,1464.28,0.51986,0.2234,0.0786,0.34574,0.9539,1,1,0.995,0.9858,1,1,0.995,0.995,0.32352,0.06997,0.01284,0.21873,0.8668,0.000501112,0.000501112,0.000501112
203,1471.49,0.46701,0.19493,0.07414,0.32112,0.90271,1,1,0.995,0.9858,1,1,0.995,0.995,0.31305,0.11403,0.01429,0.23418,0.86275,0.000497225,0.000497225,0.000497225
204,1478.74,0.5076,0.24264,0.07299,0.3415,0.93361,1,1,0.995,0.94537,1,1,0.995,0.995,0.37795,0.07746,0.01167,0.25142,0.90163,0.000493338,0.000493338,0.000493338
205,1486.17,0.50858,0.23767,0.08092,0.32691,0.90576,1,1,0.995,0.92331,1,1,0.995,0.995,0.37119,0.07677,0.01208,0.2601,0.88793,0.000489452,0.000489452,0.000489452
206,1493.54,0.49984,0.23435,0.08149,0.33998,0.93303,1,1,0.995,0.96755,1,1,0.995,0.995,0.33897,0.08799,0.01093,0.26498,0.8831,0.000485566,0.000485566,0.000485566
207,1500.84,0.47911,0.21873,0.06996,0.32877,0.91006,1,1,0.995,0.98013,1,1,0.995,0.995,0.31409,0.06723,0.01378,0.23165,0.8765,0.000481682,0.000481682,0.000481682
208,1507.99,0.50989,0.22153,0.0686,0.34463,0.91796,1,1,0.995,0.96982,1,1,0.995,0.995,0.29432,0.07517,0.0119,0.20692,0.87641,0.0004778,0.0004778,0.0004778
209,1515.26,0.49257,0.15976,0.0732,0.33967,0.93383,0.99217,1,0.995,0.95593,0.99217,1,0.995,0.995,0.35045,0.07966,0.012,0.23108,0.88421,0.000473919,0.000473919,0.000473919
210,1522.4,0.50511,0.18158,0.06808,0.33856,0.91509,0.99214,1,0.995,0.97162,0.99214,1,0.995,0.995,0.30976,0.07464,0.01011,0.20322,0.87228,0.00047004,0.00047004,0.00047004
211,1529.57,0.50578,0.2109,0.07,0.33333,0.93157,0.99209,1,0.995,0.97162,0.99209,1,0.995,0.995,0.35706,0.05453,0.01043,0.20679,0.89194,0.000466163,0.000466163,0.000466163
212,1536.69,0.48641,0.21305,0.07818,0.3316,0.91983,0.99211,1,0.995,0.9565,0.99211,1,0.995,0.995,0.35802,0.07455,0.00535,0.20766,0.8895,0.000462288,0.000462288,0.000462288
213,1543.8,0.49563,0.19726,0.07279,0.33249,0.94636,0.99187,1,0.995,0.91452,0.99187,1,0.995,0.995,0.39044,0.05564,0.00552,0.25757,0.89963,0.000458416,0.000458416,0.000458416
214,1550.82,0.44792,0.18142,0.06659,0.30678,0.8983,0.99178,1,0.995,0.94738,0.99178,1,0.995,0.995,0.31197,0.04523,0.00678,0.24695,0.8723,0.000454547,0.000454547,0.000454547
215,1557.83,0.51109,0.23891,0.07899,0.34606,0.94174,0.99216,1,0.995,0.96701,0.99216,1,0.995,0.995,0.32923,0.07068,0.00968,0.24453,0.87833,0.000450682,0.000450682,0.000450682
216,1565,0.48565,0.20793,0.06468,0.32106,0.93188,0.99215,1,0.995,0.98483,0.99215,1,0.995,0.995,0.29396,0.0488,0.01027,0.22314,0.86887,0.000446819,0.000446819,0.000446819
217,1572.02,0.45996,0.1661,0.0663,0.30249,0.90401,0.99203,1,0.995,0.94953,0.99203,1,0.995,0.995,0.32502,0.06008,0.00912,0.23014,0.87597,0.00044296,0.00044296,0.00044296
218,1579.03,0.49731,0.18927,0.06557,0.34022,0.93004,0.99213,1,0.995,0.93836,0.99213,1,0.995,0.995,0.34799,0.06692,0.00806,0.22116,0.90363,0.000439105,0.000439105,0.000439105
219,1586.5,0.47814,0.18795,0.06707,0.32348,0.92335,0.99212,1,0.995,0.93285,0.99212,1,0.995,0.995,0.33863,0.0756,0.008,0.2366,0.88199,0.000435254,0.000435254,0.000435254
220,1593.87,0.46025,0.18946,0.06993,0.30939,0.91038,0.99216,1,0.995,0.995,0.99216,1,0.995,0.995,0.24041,0.05457,0.00543,0.19366,0.83345,0.000431407,0.000431407,0.000431407
221,1600.97,0.468,0.20144,0.06962,0.30745,0.92147,0.99218,1,0.995,0.995,0.99218,1,0.995,0.995,0.24103,0.08116,0.0102,0.18665,0.84135,0.000427565,0.000427565,0.000427565
222,1608.13,0.4567,0.19104,0.0651,0.31517,0.8995,0.99201,1,0.995,0.98483,0.99201,1,0.995,0.995,0.30655,0.07642,0.0098,0.22506,0.85233,0.000423728,0.000423728,0.000423728
223,1615.47,0.43935,0.1722,0.05447,0.30466,0.89632,0.992,1,0.995,0.982,0.992,1,0.995,0.995,0.32749,0.07088,0.00625,0.18938,0.87152,0.000419895,0.000419895,0.000419895
224,1622.67,0.44346,0.17457,0.05944,0.31779,0.89564,1,1,0.995,0.9593,1,1,0.995,0.995,0.3475,0.09029,0.00639,0.19599,0.89554,0.000416068,0.000416068,0.000416068
225,1629.89,0.45258,0.20027,0.07666,0.30971,0.90454,0.992,1,0.995,0.94219,0.992,1,0.995,0.995,0.31989,0.05897,0.00372,0.20717,0.87295,0.000412246,0.000412246,0.000412246
226,1637.18,0.4416,0.19555,0.06296,0.32154,0.90844,0.99198,1,0.995,0.995,0.99198,1,0.995,0.995,0.33867,0.07584,0.00389,0.22324,0.88434,0.00040843,0.00040843,0.00040843
227,1644.54,0.43348,0.18597,0.06156,0.29986,0.90942,0.99225,1,0.995,0.98483,0.99225,1,0.995,0.995,0.33149,0.05152,0.00562,0.26212,0.88604,0.00040462,0.00040462,0.00040462
228,1651.75,0.44089,0.21028,0.06455,0.31491,0.91222,0.9922,1,0.995,0.995,0.9922,1,0.995,0.995,0.27961,0.06335,0.0111,0.23312,0.87316,0.000400816,0.000400816,0.000400816
229,1659.1,0.42357,0.19387,0.06364,0.3016,0.90186,0.99214,1,0.995,0.97577,0.99214,1,0.995,0.995,0.28631,0.06558,0.01058,0.22277,0.87406,0.000397019,0.000397019,0.000397019
230,1666.56,0.44333,0.20621,0.05848,0.31712,0.91375,0.99206,1,0.995,0.96475,0.99206,1,0.995,0.995,0.30563,0.06163,0.01268,0.23369,0.87759,0.000393228,0.000393228,0.000393228
231,1673.86,0.44574,0.19341,0.05695,0.31215,0.89827,0.99211,1,0.995,0.94656,0.99211,1,0.995,0.995,0.35717,0.06789,0.01117,0.23126,0.87995,0.000389445,0.000389445,0.000389445
232,1680.97,0.42453,0.15651,0.07038,0.30098,0.89508,0.9921,1,0.995,0.95942,0.9921,1,0.995,0.995,0.34634,0.05643,0.01361,0.23068,0.87256,0.000385668,0.000385668,0.000385668
233,1688.32,0.43434,0.16654,0.06593,0.3071,0.90936,0.99217,1,0.995,0.96195,0.99217,1,0.995,0.995,0.35489,0.05113,0.0095,0.1983,0.88208,0.000381899,0.000381899,0.000381899
234,1695.51,0.45659,0.21178,0.07014,0.30812,0.90767,1,1,0.995,0.95135,1,1,0.995,0.995,0.35296,0.07554,0.01268,0.20136,0.89208,0.000378137,0.000378137,0.000378137
235,1702.94,0.43915,0.17984,0.06762,0.29889,0.90342,0.99219,1,0.995,0.94793,0.99219,1,0.995,0.995,0.31208,0.05711,0.00996,0.20974,0.87744,0.000374383,0.000374383,0.000374383
236,1710.3,0.43957,0.18,0.06555,0.30039,0.90078,1,1,0.995,0.98297,1,1,0.995,0.995,0.31958,0.05626,0.00899,0.21016,0.87995,0.000370637,0.000370637,0.000370637
237,1717.45,0.43346,0.1665,0.05937,0.30145,0.90463,1,1,0.995,0.95105,1,1,0.995,0.995,0.33904,0.06608,0.00987,0.21145,0.89054,0.000366899,0.000366899,0.000366899
238,1724.55,0.4254,0.16602,0.06411,0.29034,0.89534,0.99208,1,0.995,0.98271,0.99208,1,0.995,0.995,0.29722,0.07347,0.00651,0.20382,0.8636,0.00036317,0.00036317,0.00036317
239,1731.75,0.41465,0.14836,0.05337,0.28652,0.90115,0.9921,1,0.995,0.97787,0.9921,1,0.995,0.995,0.2877,0.06307,0.00834,0.21649,0.86479,0.00035945,0.00035945,0.00035945
240,1738.78,0.43942,0.1578,0.06817,0.29775,0.88935,0.99214,1,0.995,0.97843,0.99214,1,0.995,0.995,0.26151,0.0551,0.00578,0.19567,0.84882,0.000355739,0.000355739,0.000355739
241,1746.21,0.44477,0.18277,0.0614,0.30408,0.90317,1,1,0.995,0.995,1,1,0.995,0.995,0.25327,0.06403,0.00577,0.21359,0.84,0.000352037,0.000352037,0.000352037
242,1753.67,0.4452,0.18338,0.07884,0.29492,0.90386,1,1,0.995,0.98297,1,1,0.995,0.995,0.28144,0.04902,0.00773,0.21411,0.85072,0.000348344,0.000348344,0.000348344
243,1760.95,0.4221,0.1581,0.06354,0.29329,0.88944,1,1,0.995,0.933,1,1,0.995,0.995,0.33948,0.05563,0.01019,0.20007,0.89228,0.000344661,0.000344661,0.000344661
244,1768.19,0.42717,0.1576,0.06673,0.28854,0.89547,1,1,0.995,0.98297,1,1,0.995,0.995,0.27758,0.04682,0.00649,0.19481,0.85678,0.000340988,0.000340988,0.000340988
245,1775.47,0.46532,0.20935,0.06788,0.30849,0.91826,1,1,0.995,0.9858,1,1,0.995,0.995,0.27574,0.04799,0.00576,0.19591,0.84159,0.000337325,0.000337325,0.000337325
246,1782.71,0.43684,0.15811,0.07127,0.2998,0.90163,1,1,0.995,0.9858,1,1,0.995,0.995,0.26519,0.04306,0.00555,0.20458,0.84808,0.000333672,0.000333672,0.000333672
247,1789.95,0.4491,0.16123,0.06434,0.31069,0.9174,1,1,0.995,0.98297,1,1,0.995,0.995,0.2859,0.03842,0.00549,0.1961,0.86777,0.00033003,0.00033003,0.00033003
248,1797.34,0.42707,0.15948,0.06332,0.29425,0.88798,0.99207,1,0.995,0.95618,0.99207,1,0.995,0.995,0.40433,0.09569,0.01665,0.24471,0.92363,0.000326399,0.000326399,0.000326399
249,1804.63,0.43512,0.16412,0.06083,0.29466,0.89381,1,1,0.995,0.94018,1,1,0.995,0.995,0.37234,0.07351,0.01198,0.21393,0.90093,0.000322778,0.000322778,0.000322778
250,1811.8,0.42269,0.14307,0.06946,0.28807,0.89788,0.99215,1,0.995,0.97988,0.99215,1,0.995,0.995,0.30298,0.05949,0.00781,0.20169,0.86541,0.000319169,0.000319169,0.000319169
251,1819.05,0.42645,0.20001,0.07732,0.2954,0.90615,0.99225,1,0.995,0.95593,0.99225,1,0.995,0.995,0.28595,0.06915,0.00784,0.21286,0.86663,0.000315572,0.000315572,0.000315572
252,1826.27,0.41298,0.19266,0.06456,0.29523,0.89796,1,1,0.995,0.95375,1,1,0.995,0.995,0.31296,0.07271,0.00601,0.21326,0.88016,0.000311986,0.000311986,0.000311986
253,1833.63,0.42018,0.1427,0.05747,0.28231,0.8886,1,1,0.995,0.94537,1,1,0.995,0.995,0.29995,0.06316,0.00604,0.20368,0.86978,0.000308412,0.000308412,0.000308412
